P00030183T0000|37 43|HLA-B5
P02024252A0000|110 112|in
P02034655T0000|24 54|alpha 4 integrin gene promoter
P02041088A1053|42 43|a
P02041088A1053|92 96|DR60
P02041088A1053|129 167|chloramphenicol acetyltransferase gene
P02044785A0000|44 46|in
P02044785A0000|47 48|a
P02044785A0000|106 107|a
P02044950A0258|53 65|U6 RNA genes
P02045366A1149|52 69|KlaB polypeptides
P02045366A1149|108 124|KlaC polypeptide
P02055484A0538|48 52|ATG1
P02055484A0538|60 64|ATG2
P02061282A0447|109 111|in
P02061282A0447|143 153|pilin gene
P02062933A0738|75 77|in
P02068085A1273|59 61|in
P02068085A1273|92 126|Mlu I upstream activation sequence
P02072238T0000|21 22|a
P02088781A0653|35 36|a
P02088781A0653|56 59|fog
P02088781A0653|134 136|in
P02094221A0247|58 59|h
P02094257T0000|49 51|in
P02102831A1282|28 47|soybean actin genes
P02105497A1092|57 71|HSP70 proteins
P02105497A1092|102 111|BiP genes
P02105497A1092|118 119|a
P02105497A1092|163 174|HSP70 genes
P02113174A0957|0 7|Krox-24
P02113174A0957|21 22|a
P02113901A0000|151 153|O2
P02115118A0565|35 56|purified smg p25A GDI
P02115572A1323|21 40|V lambda pseudogene
P02115572A1323|49 63|psi V lambda 1
P02115572A1323|86 102|U266 lambda gene
P02117799T0000a|67 69|in
P02117799T0000a|90 92|in
P02118525A0737|45 57|CCK promoter
P02118525A0737|67 68|a
P02118525A0737|138 184|herpes simplex virus thymidine kinase promoter
P02119946T0000|22 23|a
P02119946T0000|37 44|setting
P02120707A0594|87 88|V
P02120707A0594|123 152|HLA-DRA X-box oligonucleotide
P02122454A1042|84 104|lambda I light chain
P02123300T0000|0 65|Human recombinant DNA-derived antihemophilic factor (factor VIII)
P02123820A0000|23 49|monoamine oxidase (MAO)--A
P02123875A0223|266 270|core
P02123875A0223|357 358|a
P02123875A0223|365 414|eukaryotic preprotein-human pre(delta pro)apoA-II
P02123877A1452|23 28|c-fos
P02123877A1452|33 44|egr-1 mRNAs
P02123877A1452|78 80|in
P02123877A1452|105 110|fos-B
P02123877A1452|112 117|fra-1
P02123877A1452|123 128|egr-2
P02123877A1452|166 168|in
P02123877A1452|185 206|serum response factor
P02123877A1452|219 221|in
P02123877A1452|226 236|regulation
P02123877A1452|240 260|immediate-early gene
P02124433A0235|228 229|C
P02124710A1624|50 65|Fos-Jun complex
P02124710A1624|72 81|AP-1 site
P02124710A1624|82 84|in
P02124710A1624|89 119|type alpha I collagen promoter
P02125153A0410|66 68|in
P02126504A0602|12 25|Rh-antibodies
P02126504A0602|45 46|a
P02126504A0602|65 68|can
P02126504A0602|91 93|Rh
P02131902A0000|163 164|S
P02133731A1572|9 12|CBF
P02133731A1572|29 32|CBF
P02133731A1572|60 61|T
P02133731A1572|129 130|p
P02135536A0621|105 108|MPa
P02135536A0621|175 178|mm3
P02138707A0198|78 97|murine protein mXBP
P02138707A0198|158 225|murine class II major histocompatibility complex A alpha gene X box
P02143186A0867|43 45|in
P02143186A0867|46 50|AHA3
P02143186A0867|52 56|AHA2
P02143186A0867|79 81|in
P02143186A0867|113 114|a
P02143186A0867|129 131|in
P02143186A0867|136 137|C
P02148799A0000|4 12|nmr gene
P02148799A0000|51 53|in
P02151229A0000|130 132|CT
P02151229A0000|134 136|in
P02151229A0000|270 271|L
P02151229A0000|324 325|L
P02153977A0364|105 106|a
P02154686A0185|57 84|enhancer of simian virus 40
P02154686A0185|113 131|beta-galactosidase
P02154686A0185|172 200|polyomavirus enhancer region
P02157141A0923|19 28|T antigen
P02157141A0923|29 31|in
P02157141A0923|48 63|topoisomerase I
P02157141A0923|133 135|T-
P02157141A0923|196 203|melting
P02157141A0923|222 227|pairs
P02158927A0000|55 73|7.5-kb COR segment
P02162754A0801|47 51|pp15
P02162835A0989|121 122|a
P02162835A0989|143 145|in
P02163382A0169|20 33|O7-LPS region
P02163382A0169|127 135|Tn3HoHo1
P02163382A0169|151 152|a
P02163382A0169|166 176|lac operon
P02163382A0169|181 184|can
P02163382A0169|204 232|lacZ transcriptional fusions
P02163394T0000|4 13|sacT gene
P02163394T0000|14 24|regulating
P02163394T0000|29 62|sacPA operon in Bacillus subtilis
P02164637A0515|18 27|IRA2 gene
P02164637A0515|37 39|in
P02164637A0515|177 189|cdc25 mutant
P02167784A0109|132 133|a
P02167784A0109|147 150|end
P02174105A1232|72 74|in
P02174861A0736|14 18|irgA
P02174861A0736|27 29|in
P02174861A0736|131 133|in
P02174861A0736|185 202|Fur binding sites
P02175433A0575|36 54|beta A-globin gene
P02176209A0954|28 32|NF-Y
P02176209A0954|37 45|CBF DNAs
P02176209A0954|94 96|in
P02176209A0954|111 112|a
P02182323A0121|34 61|variant tRNA(Val)(UAC) gene
P02182618A0168|64 65|a
P02182618A0168|66 110|chloramphenicol acetyltransferase (CAT) gene
P02185140A0000|4 38|Saccharomyces cerevisiae 14DM gene
P02185140A0000|49 103|cytochrome P450 lanosterol 14 alpha-demethylase (14DM)
P02185140A0000|123 125|in
P02185140A0000|234 239|pADC1
P02185140A0000|241 245|pGPD
P02185140A0000|247 252|pPHO5
P02188096A0955|53 58|c-myb
P02188096A0955|82 87|c-myb
P02195025T0000|14 24|yeast LEU2
P02199311A0620|37 43|ret1-1
P02199311A0620|135 139|RET1
P02199311A0620|153 154|a
P02200736A1003|26 29|set
P02200736A1003|75 79|AP-4
P02200736A1003|84 88|MLTF
P02201905A1004|37 49|ABFI protein
P02201905A1004|60 72|RAP1 protein
P02201905A1004|132 142|regulation
P02208762A0228|131 132|a
P02209237A0239|111 114|mTc
P02209237A0239|115 118|MAA
P02209237A0239|164 166|in
P02217741T0001|63 65|in
P02220304A0501|42 43|a
P02220304A0501|118 123|areas
P02220304A0501|175 177|in
P02227438A0492|96 108|rat ODC mRNA
P02228615A0974|71 73|in
P02228615A0974|176 177|a
P02233715A0914|42 56|IL-6 construct
P02233715A0914|72 85|IL-6 TATA box
P02233715A0914|187 189|in
P02233715A0914|206 218|wild-type GR
P02237431A0833|4 22|Ets-1 binding site
P02237431A0833|40 41|a
P02237431A0833|50 54|pair
P02237431A0833|79 82|end
P02237431A0833|86 95|T alpha 2
P02241892A0681|88 123|sialophorin mRNAs of 1.9 and 4.3 kb
P02241892A0681|138 140|in
P02246362T0000|94 100|type A
P02247081A0223|33 44|VPS34 locus
P02247081A0223|54 56|in
P02247081A0223|57 58|a
P02247081A0223|116 126|VPS34 gene
P02254418A0641|48 63|delta hemolysin
P02256678A1224|102 112|HSC82 gene
P02257899T0000|58 60|in
P02259334A0205|91 100|a protein
P02259334A0205|104 106|Mr
P02259795A0570|59 61|in
P02259795A0570|159 161|O2
P02269426A0428|27 30|TAR
P02269426A0428|36 39|Tat
P02269426A0428|128 131|IST
P02269426A0428|178 181|Tat
P02269426A0428|207 208|a
P02272095A0832|64 66|in
P02272095A0832|83 85|in
P02280777T0000|4 24|uteroglobin promoter
P02280777T0000|34 35|a
P02283873A0308|140 141|a
P02289639A0989|19 23|HbA1
P02289639A0989|67 69|in
P02289639A0989|97 99|in
P02289639A0989|119 120|p
P02291144A0493|72 73|H
P02292272T0000|65 68|cat
P02300541A0000|214 217|rat
P02305014A0226|56 60|rats
P02310261A0115|57 58|a
P02310496X0000|111 115|rats
P02310496X0000|329 331|in
P02310496X0000|332 333|a
P02312470A0774|112 115|ELF
P02312470A0774|152 153|s
P02320999A0606|199 200|h
P02324102A1157|90 94|48K5
P02324104A0516|15 25|C subunits
P02324104A0516|39 41|in
P02326716A0139|63 66|T12
P02330041A0335|84 95|cloned hUBF
P02330041A0335|183 187|core
P02330041A0335|240 242|in
P02330041A0335|243 244|a
P02347655A0193|29 31|in
P02347655A0193|73 76|gas
P02347655A0193|190 193|gas
P02347655A0193|248 250|O2
P02353453A1249|17 31|helicase motif
P02353453A1249|40 60|nsP3 homology region
P02353453A1249|61 63|in
P02353453A1249|145 146|a
P02353875A0800|109 111|in
P02353875A0800|147 149|in
P02361812A1110|209 210|P
P02362803A0608|67 81|U3 snRNA genes
P02362803A0608|87 88|a
P02383693A0301|114 115|a
P02383693A0301|121 122|M
P02383693A0301|162 163|a
P02386485A0554|113 116|end
P02386485A0554|145 146|a
P02386485A0554|158 159|A
P02386485A0554|161 165|tail
P02390538A0000|30 32|th
P02390538A0000|35 37|th
P02390538A0000|185 186|S
P02399053A0153|29 30|n
P02399053A0153|59 61|O2
P02400457A0469|65 68|max
P02400457A0469|115 117|in
P02400457A0469|251 253|in
P02402678A0463|174 181|fogging
P02402678A0463|224 225|g
P02402678A0463|229 231|ha
P02402678A0463|259 260|g
P02402678A0463|264 266|ha
P02403634A0788|59 61|GC
P02403634A0788|122 124|in
P02403634A0788|129 139|regulation
P02403634A0788|172 173|a
P02403634A0788|194 257|myocyte-specific enhancer-binding nuclear factor 1 binding site
P02403634A0788|300 301|a
P02403634A0788|360 363|cap
P02406570A0466|4 22|ABFI-binding sites
P02406570A0466|73 75|in
P02406570A0466|95 97|in
P02411513A0667|53 54|a
P02411513A0667|108 109|a
P02411513A0667|155 156|a
P02418701A0000|104 128|carcinoembryonic antigen
P02418701A0000|138 140|in
P02418701A0000|253 278|peroxidase-antiperoxidase
P02423533A1314|19 56|MAP1-specific and MAP2-specific mRNAs
P02423533A1314|191 210|nerve growth factor
P02427797A0199|26 30|tail
P02427797A0199|69 71|in
P02444507A0240|50 52|in
P02444507A0240|66 68|in
P02444507A0240|82 84|in
P02445751A0925|112 137|beta subunit of F1 ATPase
P02445751A0925|160 171|hem2 mutant
P02452313A0114|39 58|beta-adrenoreceptor
P02452313A0114|77 79|in
P02452313A0114|117 118|a
P02452313A0114|119 122|pA2
P02452313A0114|179 181|in
P02456827A0899|35 37|in
P02456827A0899|38 39|a
P02456827A0899|102 105|TEA
P02459309T0000|102 105|rat
P02461368A0162|80 95|type X collagen
P02473156A0000|16 17|a
P02473156A0000|101 102|a
P02473156A0000|120 121|a
P02473619A0202|57 58|a
P02473619A0202|155 157|in
P02473619A0202|245 247|in
P02473619A0202|253 267|IgE antibodies
P02474110A1039|41 43|in
P02474110A1039|64 99|angiotensin converting enzyme (ACE)
P02474110A1039|126 127|a
P02474356A0559|66 67|T
P02474356A0559|68 69|N
P02476030A0000|46 48|in
P02480419A0735|66 68|in
P02480419A0735|122 124|in
P02481230A1258|27 28|a
P02481230A1258|29 51|bovine alpha transgene
P02484994T0001|12 27|gamma globulins
P02489032A0000|0 32|Immunoglobulin light chain (IgL)
P02489032A0000|56 58|in
P02489032A0000|118 131|variable (VL)
P02489032A0000|136 162|joining (JL) gene segments
P02492111A0670|113 115|in
P02496109A0754|40 42|in
P02496109A0754|78 80|in
P02496109A0754|85 90|alpha
P02496109A0754|103 104|a
P02496109A0754|272 277|alpha
P02496109A0754|341 343|in
P02496109A0754|348 351|IF1
P02496109A0754|355 358|L17
P02497340A0989|56 77|JH and VH heavy chain
P02497340A0989|101 115|Vk light chain
P02510242A0313|148 159|non-A non-B
P02518691A0251|6 44|mutated IL2R alpha promoter constructs
P02523800A1178|43 52|CHS1 gene
P02523800A1178|93 94|a
P02523800A1178|144 146|in
P02523800A1178|151 163|alpha-factor
P02523800A1178|174 187|BAR1 promoter
P02527745A0865|116 118|in
P02530470A0604|74 76|in
P02530470A0604|101 105|area
P02532210A0000|4 23|adenovirus E1A gene
P02532210A0000|32 41|a protein
P02532210A0000|75 92|viral early genes
P02536160A0518|37 63|Ren1d 5' flanking sequence
P02536160A0518|64 66|in
P02536160A0518|105 108|CAT
P02536160A0518|129 140|TK promoter
P02536160A0518|179 181|in
P02538656A0172|32 42|E1 mutants
P02538656A0172|51 53|in
P02538656A0172|63 64|M
P02538656A0172|69 70|R
P02538656A0172|83 84|a
P02538656A0172|138 139|a
P02541251A1327|12 19|T2 gene
P02541251A1327|70 104|mammalian transcription factor SP1
P02543679A1291|42 67|lambda O and P initiators
P02543679A1291|76 117|E. coli DnaJ and DnaK heat shock proteins
P02544059A0377|67 70|MPa
P02545903A0639|77 80|NS3
P02545903A0639|85 89|NS3A
P02545903A0639|90 92|in
P02545903A0639|127 129|in
P02547778A0786|41 78|ANT1 transcriptional control elements
P02549343A1008|20 23|gpI
P02549343A1008|115 118|gpI
P02549343A1008|282 284|in
P02549343A1008|329 330|a
P02555177A0488|9 20|pet54::LEU2
P02555177A0488|90 125|COX1 introns aI5 alpha and aI5 beta
P02555418A0973|32 52|Ig-related sequences
P02555418A0973|57 58|a
P02555418A0973|59 84|small Ig-related sequence
P02555519A0798|61 63|in
P02555519A0798|68 118|CDR3 (complementarity determining region) peptides
P02555703T0000|0 25|Tyrosine kinase oncogenes
P02555703T0000|35 48|interleukin-3
P02555703T0000|121 126|c-myc
P02555703T0000|140 150|regulation
P02555703T0000|154 159|c-myc
P02555703T0000|177 204|temperature-sensitive v-abl
P02556264A0278|5 19|TC-II enhanson
P02556264A0278|47 60|kappa B motif
P02556264A0278|70 90|kappa chain enhancer
P02556264A0278|103 105|in
P02556264A0278|222 235|kappa B motif
P02556269A0187|122 153|single-strand-specific nuclease
P02557217A0000|0 14|Beta-endorphin
P02557217A0000|128 145|salmon calcitonin
P02557350A0632|39 46|SRP54sc
P02557350A0632|51 58|SRP54sp
P02557350A0632|93 101|SRP54mam
P02562787A0637|31 52|"cellular NBP" (CNBP)
P02573303A0000|68 71|end
P02573303A0000|145 146|a
P02574016A0428|149 151|in
P02575174A0229|96 103|alpha 1
P02575174A0229|113 115|in
P02575490A1021|41 59|oIGF-I transcripts
P02575490A1021|60 62|in
P02575490A1021|63 64|a
P02575490A1021|150 152|in
P02577458A0412|57 86|angiotensin converting enzyme
P02577458A0412|99 124|alpha-adrenergic receptor
P02582918A0000|101 109|anti-HBs
P02582918A0000|124 125|S
P02582918A0000|126 127|N
P02582918A0000|129 130|S
P02582918A0000|131 132|N
P02582918A0000|156 164|anti-HBs
P02582918A0000|213 215|in
P02582918A0000|216 218|T1
P02582918A0000|220 222|T2
P02582918A0000|231 234|T12
P02590097A0093|153 168|IgA--Type Kappa
P02590615A0636|81 83|in
P02591969A0961|59 67|ADH gene
P02595451T0000|52 53|p
P02597549A0964|188 199|prothrombin
P02597549A0964|212 226|thromboplastin
P02598034A0000|108 110|in
P02600306A0140|131 132|a
P02600306A0140|148 150|in
P02600306A0140|161 163|AM
P02629109A0000|55 57|in
P02629109A0000|74 79|Delta
P02629109A0000|210 212|in
P02637597A0362|91 94|IgA
P02637597A0362|99 102|IgM
P02637597A0362|121 124|IgG
P02637597A0362|141 143|C3
P02637597A0362|148 150|C4
P02645276T0088|18 22|RIP1
P02647918A0423|26 28|GH
P02647918A0423|33 46|somatomedin-C
P02647918A0423|69 70|a
P02647918A0423|184 185|U
P02647918A0588|138 151|somatomedin-C
P02647918A0588|191 193|GH
P02647918A0588|332 334|GH
P02647918A0588|347 355|TRH/GnRH
P02650663A0178|51 53|in
P02650663A0178|165 167|in
P02650663A0178|186 187|a
P02656257A0000|72 74|P1
P02656257A0000|87 88|a
P02656257A0000|89 100|recombinase
P02656257A0000|139 140|a
P02666404A0220|75 76|a
P02666404A0220|77 110|superfamily of sugar transporters
P02666404A0220|130 191|human HepG2-erythrocyte and fetal muscle glucose transporters
P02666404A0220|300 358|S. cerevisiae glucose, maltose, and galactose transporters
P02674679A1237|16 27|S1 nuclease
P02677002A0205|72 74|in
P02677002A0205|87 88|N
P02677002A0205|98 99|L
P02677002A0205|111 112|C
P02677002A0205|151 152|C
P02677002A0205|153 154|P
P02677002A0205|156 158|in
P02677002A0205|171 173|Pi
P02679804A2000|65 67|in
P02686588A0592|89 109|alkaline phosphatase
P02689439A0402|111 123|rat Yb1 gene
P02689439A0402|212 224|rat Yb2 gene
P02692881A0354|106 108|in
P02692881A0354|201 203|in
P02692881A0354|244 246|in
P02692881A0354|277 279|in
P02703121T0000|47 48|a
P02703121T0000|75 105|serum alanine aminotransferase
P02705296A0231|61 65|ORF1
P02708288A0621|96 99|PRP
P02708288A0621|235 236|V
P02708288A0621|285 287|in
P02708353A1080|102 109|gene IV
P02708353A1080|175 186|P-450e gene
P02713994A0482|33 59|anti HSV type 2 antibodies
P02713994A0482|60 62|in
P02727909A0383|52 53|a
P02727909A0383|63 65|in
P02727909A0383|125 127|in
P02727909A0383|151 154|IIa
P02727909A0383|171 173|in
P02731611A0134|71 72|a
P02731611A0134|78 80|in
P02733690T0000|78 106|nitrate reductase in tobacco
P02743842A0000|273 275|pH
P02743842A0000|277 278|H
P02743842A0000|319 321|in
P02743842A0000|322 325|rat
P02743981A0347|61 65|L11e
P02743981A0347|92 108|L12e transcripts
P02743981A0347|141 149|NAB-L11e
P02743981A0347|168 183|NAB transcripts
P02743981A0347|194 195|a
P02743981A0347|206 234|ORF monocistronic transcript
P02745280A0276|210 213|ATP
P02745444A0391|52 63|S1 nuclease
P02745666A0000|66 68|P4
P02745666A0000|77 79|in
P02747653A0910|2 29|larval albumin-like protein
P02761008X0000|115 141|brain cholinesterase (ChE)
P02761150A0000|115 117|in
P02761150A0000|149 153|rats
P02761540A0873|34 40|NF-4FA
P02761540A0873|42 48|NF-4FB
P02761540A0873|54 68|AP-1 sequences
P02766745T0000|82 84|in
P02772495A0641|85 87|in
P02773930T0000|56 58|in
P02774271A0000|189 190|F
P02775136A1151|34 35|S
P02775136A1151|238 239|a
P02776742A0000|189 192|max
P02776742A0000|252 254|SU
P02779752A0000|97 122|5-HT2 subtype of receptor
P02779752A0000|190 200|5-HT1 site
P02781495T0001|11 27|xanthine oxidase
P02790009A0375|142 144|kb
P02790009A1052|94 130|ovomucoid serine protease inhibitors
P02800417A0332|93 98|alpha
P02800417A0332|121 122|r
P02800417A0332|132 133|p
P02805945A0000|338 339|m
P02805945A0000|342 343|s
P02807780A0143|66 67|M
P02807780A0143|122 127|areas
P02807780A0143|132 135|CIS
P02809651A0492|60 62|in
P02813404T0000|0 26|Male-enhanced antigen gene
P02818122A0000|76 78|in
P02820128A1333|157 159|in
P02820128A1333|160 167|ORF T3C
P02831556A0173|23 32|alpha-MSH
P02832293T0000|11 17|CRF-41
P02832293T0000|18 20|in
P02833049A0630|29 31|U3
P02833517A0467|64 65|a
P02834843A0000|181 184|RMP
P02834843A0000|232 233|a
P02834843A0000|340 341|v
P02838319A0527|64 65|p
P02839488A1314|49 68|synthetic alpha s-1
P02839488A1314|109 136|human erythrocyte type-1 Gs
P02844767A0596|4 22|Nostoc petBD genes
P02844767A0596|77 110|51-kDa photosystem II polypeptide
P02844767A1022|60 70|cytochrome
P02844767A1022|78 88|subunit IV
P02844767A1022|123 125|kb
P02844767A1022|147 162|subunit IV gene
P02848842A0643|26 28|in
P02848842A0643|72 73|a
P02848842A0643|113 115|in
P02849759A0865|28 39|replication
P02850971A0180|5 8|mer
P02850971A0180|48 49|a
P02850971A0180|64 88|VtHb amino acid sequence
P02850971A0180|101 102|a
P02850971A0180|133 134|a
P02850971A0180|176 178|in
P02852894T0000|69 71|in
P02863492A0544|120 143|platelet-associated IgG
P02870720A0188|40 57|beta-adrenoceptor
P02870720A0188|74 77|pA2
P02870720A0188|117 119|in
P02877124A0000|89 90|a
P02877124A0000|110 121|H1 receptor
P02877124A0000|163 165|H1
P02877124A0000|195 196|a
P02877124A0000|219 221|H1
P02877124A0000|241 243|in
P02877124A0000|371 372|h
P02877124A0000|402 403|m
P02877124A0000|434 435|m
P02877124A0000|485 488|end
P02879951T0000|54 57|rat
P02880841A0313|35 37|in
P02880841A0313|71 72|a
P02880841A0313|89 92|TF1
P02880841A0313|127 131|beta
P02880841A0313|231 235|beta
P02880841A0313|267 269|F1
P02889352A0000|99 100|a
P02889352A0000|111 115|beta
P02890200T0001|50 52|in
P02894789A0954|81 83|T1
P02899177A0605|87 89|in
P02900760A0073|105 129|RNA polymerase I (pol I)
P02900760A0073|143 145|in
P02900760A0073|146 147|a
P02900760A0073|183 185|in
P02914422A0409|105 107|in
P02914422A0409|164 171|notches
P02914492A0183|160 163|mEq
P02914492A0183|236 239|mEq
P02928112T0000|38 72|human U2 snRNA-specific A' protein
P02928376A0312|76 78|O2
P02934891A0845|67 70|ner
P02934891A0845|100 104|able
P02934891A0845|127 144|ner-binding sites
P02934891A0845|200 202|Mu
P02934891A0845|208 211|end
P02941237A0160|24 26|in
P02941237A0160|96 98|pH
P02941237A0160|138 139|D
P02941237A0160|149 150|A
P02941237A0160|179 199|alkaline phosphatase
P02941237A0160|204 219|pyrophosphatase
P02949170A0184|117 130|gonadotropins
P02949170A0184|132 141|prolactin
P02949170A0184|157 192|sex hormone binding globulin (SHBG)
P02957125A0601|77 78|a
P02957125A0601|101 103|in
P02957125A0601|104 114|plasma ANP
P02966671A0551|31 32|c
P02966671A0551|258 259|c
P02966671A0551|280 281|h
P02967496A0182|4 28|cpc-1-encoded transcript
P02967496A0182|90 92|in
P02967496A0182|141 160|cpc-1 coding region
P02967915A0968|17 40|calbindin-D28K promoter
P02967915A0968|56 57|a
P02969819A0814|0 7|Ig D-JH
P02969819A0814|35 43|TcR gene
P02969819A0814|58 60|in
P02969819A0814|73 74|T
P02969819A0814|124 139|Cmu transcripts
P02970640A0341|69 81|E1A proteins
P02973304A0000|87 91|vein
P02973304A0000|105 107|in
P02973304A0000|108 109|a
P02981840A0907|11 15|pair
P02981840A0907|102 103|d
P02981840A0907|104 106|AC
P02985812A0984|85 86|a
P02989786A0328|42 61|adenovirus E1A gene
P02993630A1190|80 91|nuclease S1
P03001084A0406|44 48|pair
P03001084A0406|97 100|cap
P03001084A0406|109 116|alpha 1
P03001084A0406|133 142|psi alpha
P03001645A0785|14 24|his3 genes
P03004364A0775|74 76|in
P03004364A0775|96 98|in
P03004982A1094|58 69|FeS protein
P03004982A1094|108 112|fbcF
P03007281A0905|4 16|Dox-A2 locus
P03007281A0905|38 40|kb
P03007281A0905|48 69|Df(2L)OD15 breakpoint
P03007281A0905|109 110|a
P03007281A0905|127 129|kb
P03008094A0697|15 18|end
P03013477A0000|170 172|O2
P03013477A0000|182 184|in
P03013477A0000|210 212|in
P03013477A0000|256 257|A
P03013477A0000|299 313|serum ferritin
P03013477A0000|379 393|serum ferritin
P03015628A1078|59 61|in
P03015628A1078|193 219|serum alkaline phosphatase
P03015953T0000|62 109|mouse glucocorticoid receptor complementary DNA
